t_years,specialisation_margin_automation_composite,specialisation_margin_new_task_composite,tax_margin,tax_speed_margin,transfer_margin,net_rental_tax_base_margin
13.75,1.040632086095989,0.5843679139040109,0.44944781481805096,0.49970820903079616,0.020115701719316065,0.04028611149849198
14.0,1.0406111364547423,0.5843888635452575,0.4493758628580322,0.49971620137839085,0.020116791488731967,0.040284369473925
14.25,1.0405892704092408,0.5844107295907593,0.44930592753552645,0.4997243381153303,0.02011799810509321,0.04028287496381541
14.5,1.0405665385745078,0.5844334614254921,0.44923804199680695,0.49973259587312063,0.020119287231173066,0.04028161497387549
14.75,1.0405429902698038,0.5844570097301963,0.44917223372306003,0.49974095268779634,0.02012068084548374,0.040280577074799664
15.0,1.0405186735337721,0.5844813264662277,0.4491085248728397,0.4997493879310752,0.02012214785070529,0.04027974937718348
15.25,1.0404936351398066,0.5845063648601933,0.44904693260773176,0.4997578822448402,0.02012370783640899,0.040279120507665245
15.5,1.0404679206116296,0.5845320793883703,0.44898746940203493,0.49976641747877454,0.020125332636098614,0.040278679586226426
15.75,1.0404415742390583,0.5845584257609419,0.4489301433372296,0.49977497663099074,0.020127039704877836,0.040278416204590675
16.0,1.0404146390939526,0.5845853609060475,0.44887495838196023,0.4997835437914988,0.020128803528384975,0.0402783204056647
16.25,1.0403871570463243,0.5846128429536758,0.4488219146582262,0.4997921040883704,0.020130639655583676,0.040278382663966425
16.5,1.0403591687805993,0.5846408312194008,0.4487710086944352,0.499800643636462,0.02013252497294929,0.0402785938669893
16.75,1.0403307138120153,0.5846692861879846,0.44872223366594444,0.49980914948856847,0.0201344733281886,0.04027894529745474
17.0,1.0403018305031462,0.5846981694968539,0.4486755796236812,0.4998176095888844,0.020136463781933678,0.04027942861640606
17.25,1.04027255608057,0.5847274439194302,0.44863103371115665,0.4998260127287121,0.020138508664342775,0.040280035847098924
17.5,1.040242926651516,0.584757073348484,0.44858858037167526,0.4998343485040389,0.020140589005659404,0.040280759359658566
17.75,1.0402129772207944,0.5847870227792055,0.44854820154366015,0.49984260727541757,0.020142715783280835,0.04028159185644016
18.0,1.0401827417076728,0.5848172582923273,0.4485098768472173,0.49985078012951334,0.020144871812412174,0.040282526358081536
18.25,1.0401522529628533,0.5848477470371466,0.44847358376105206,0.49985885884249553,0.02014706686533363,0.04028355619019923
18.5,1.0401215427855162,0.5848784572144837,0.44843929779044656,0.4998668358451317,0.02014928537554267,0.0402846749706981
18.75,1.0400906419404037,0.5849093580595962,0.44840699262671624,0.4998747041895017,0.020151536042506024,0.04028587659766365
19.0,1.040059580174947,0.5849404198250528,0.4483766402985381,0.4998824575172524,0.020153804767432698,0.040287155237806016
19.25,1.040028386236422,0.5849716137635782,0.44834821131552804,0.49989009002931967,0.02015609929544976,0.0402885053154291
19.5,1.0399970878891227,0.5850029121108772,0.4483216748044243,0.49989759645704573,0.020158406859439815,0.040289921501896905
19.75,1.0399657119315484,0.5850342880684515,0.44829699863821826,0.4999049720346266,0.020160734356269444,0.040291398705573286
20.0,1.0399342842135857,0.5850657157864144,0.4482741495585555,0.4999122124728244,0.020163070227536717,0.040292932062210046
20.25,1.0399028296536894,0.5850971703463105,0.4482530932917187,0.49991931393388667,0.020165420616730156,0.04029451692576137
20.5,1.0398713722560438,0.5851286277439564,0.448233794658483,0.4999262730076128,0.020167775062948645,0.04029614885960334
20.75,1.0398399351276963,0.5851600648723035,0.4482162176781278,0.4999330866885168,0.020170139041190277,0.040297823628138205
21.0,1.0398085404956645,0.5851914595043356,0.44820032566686907,0.49993975235403226,0.0201725030874709,0.040299537188763904
21.25,1.0397772097239941,0.5852227902760058,0.44818608133096993,0.49994626774371226,0.020174872084111645,0.040301285684191085
21.5,1.0397459633307742,0.5852540366692259,0.4481734468547688,0.499952630939378,0.020177237473007315,0.040303065435090546
21.75,1.0397148210050897,0.5852851789949102,0.4481623839838603,0.4999588403461713,0.020179603611557156,0.04030487293305428
22.0,1.039683801623914,0.5853161983760861,0.44815285410364736,0.49996489467447097,0.02018196276509246,0.040306704833855206
22.25,1.0396529232689256,0.5853470767310743,0.4481448183134754,0.49997079292263147,0.02018431882653557,0.040308557950990975
22.5,1.0396222032432494,0.5853777967567507,0.4481382374965518,0.49997653436050765,0.020186664809966115,0.04031042924949754
22.75,1.0395916580881086,0.5854083419118913,0.4481330723858393,0.4999821185137295,0.020189004197748023,0.04031231584002015
23.0,1.0395613035993863,0.5854386964006139,0.4481292836261094,0.4999875451486927,0.020191330685029707,0.040314214973128565
23.25,1.0395311548440855,0.5854688451559144,0.4481268318323288,0.49999281425823305,0.02019364739167326,0.04031612403386563
23.5,1.0395012261766865,0.5854987738233134,0.4481256776445479,0.49999792604795357,0.020195948632507454,0.04031804053651723
23.75,1.0394715312553893,0.5855284687446108,0.44812578177944773,0.4999971190768244,0.020198237207647046,0.040319962119593586
24.0,1.03944208305824,0.5855579169417598,0.44812710507870124,0.49999232052351444,0.020200507995912664,0.040321886541012014
24.25,1.0394128938991358,0.5855871061008643,0.44812960855429285,0.49998767752414797,0.020202763515751704,0.040323811673471
24.5,1.0393839754436944,0.5856160245563055,0.4481332534309347,0.4999831891467138,0.020204999159395692,0.04032573550000783
24.75,1.0393553387249983,0.5856446612750016,0.44813800118571545,0.4999788543059766,0.020207217197418526,0.040327656109729854
25.0,1.0393269941591923,0.5856730058408078,0.4481438135851049,0.499974671773798,0.020209413489549632,0.040329571693712374
25.25,1.0392989515609403,0.5857010484390598,0.44815065271944055,0.4999706401889815,0.02021159008850759,0.040331480541055675
25.5,1.0392712201587324,0.5857287798412675,0.4481584810350082,0.4999667580666627,0.020213743279769963,0.04033338103509246
25.75,1.0392438086100397,0.5857561913899604,0.448167261363831,0.4999630238072635,0.0202158749247984,0.040335271649740975
26.0,1.0392167250163085,0.5857832749836916,0.4481769569512726,0.49995943570503004,0.020217981696850157,0.040337150945995576
26.25,1.039189976937796,0.5858100230622042,0.448187531481555,0.49995599195617174,0.02022006528968573,0.04033901756854977
26.5,1.0391635714082383,0.5858364285917615,0.44819894910129054,0.49995269066661857,0.02022212272980098,0.040340870242544846
26.75,1.0391375149493514,0.5858624850506485,0.44821117444112035,0.49994952985941316,0.02022415556408874,0.04034270777043972
27.0,1.0391118135851554,0.5858881864148447,0.4482241726355488,0.499946507481753,0.02022616114082984,0.04034452902899559
27.25,1.0390864728561253,0.5859135271438746,0.4482379093410592,0.49994362141169796,0.020228140878425144,0.04034633296637154
27.5,1.0390614978331656,0.5859385021668345,0.44825235075259395,0.4999408694645564,0.020230092418266593,0.040348118599325244
27.75,1.039036893131395,0.585963106868605,0.44826746361847547,0.4999382493989649,0.020232017066482977,0.040349885010515216
28.0,1.039012662923755,0.5859873370762451,0.44828321525384596,0.4999357589226731,0.02023391273146674,0.040351631345899946
28.25,1.0389888109544247,0.5860111890455754,0.44829957355269434,0.49993339569804685,0.020235780621308985,0.04035335681222996
28.5,1.0389653405520494,0.5860346594479505,0.448316506998544,0.49993115734730087,0.02023761888755951,0.040355060674628754
28.75,1.0389422546427771,0.5860577453572228,0.448333984673862,0.4999290414574733,0.020239428652802066,0.040356742254259184
29.0,1.0389195557631008,0.5860804442368993,0.4483519762682586,0.4999270455851513,0.020241208289991847,0.04035840092607215
29.25,1.038897246072504,0.586102753927496,0.4483704520855337,0.4999251672609596,0.020242958847169645,0.04036003611663373
29.5,1.0388753273659135,0.5861246726340864,0.44838938304963005,0.49992340399382085,0.020244678898820728,0.04036164730202742
